publishedAt,authorDisplayName,textDisplay,likeCount
2024-11-01T16:21:00Z,@andriandriana6411,👍👍👍👍 benrrr boss.,0
2024-11-01T16:20:47Z,@laisazakir1287,Thx bang.. sehat2 bang..,0
2024-11-01T16:17:56Z,@muhammadniam6911,"Penyebab ekonomi menurun, daya beli menurun (kata penjual) adalah SIFAT REBAHAN, MAIN HP, MALAS GERAK, MALAS KELUAR",0
2024-11-01T15:42:06Z,@anah1277,"Terima kasih sudah menjelaskan dg sangat sempurna mas raymond. Saya salah satu yg kontra thd pembangunan ikn, disamping tidak terlalu penting juga masih banyak rakyat yg harus dibenahi, di tolong. Harusnya pemerintah sbg jembatan kemajuan bisa bekerja dg baik ya bukan malah sebaliknya",0
2024-11-01T15:39:33Z,@saparnospd1488,Perbankan sekarang juga sulit mencari nasabah karena suku bunga BI tinggi sehingga untuk pinjam bank mikir karena iklim usaha melemah dikarenakan daya beli madyarakat kelas menengah turun sehingga penjualan produk juga menurun,0
2024-11-01T15:28:26Z,@zidankemal1611,"kenapa y orang seperti abang ini ngerti banyak hal dalam memajukan negara dan aspek aspeknya serta caranya pun bukan hanya omongan doang a i u e o tp ad solusi, malah ga di angkat jadi jajaran pemerintahan, malah artis influenser lain yang naik aneh negara ini haha😂",0
2024-11-01T15:20:01Z,@hendybagjasalawasna1420,Sayang prabowo udah tua,0
2024-11-01T15:13:50Z,@KaSih-r9f,"Mau ikut bibi2 yg kerja di eropa,Jd art pun ga masalah wlw sekolah farmasi susah cari kerja  .y mau gimana lagi terpaksa cari makan di negri org bismilah ....",1
2024-11-01T15:09:17Z,@trianbilowo6221,Berasa bgt usaha cadangan modal semua ke gerus pelan pelan ..hampir 1 thn ini 😢 bener benerr bom waktu bgt,0
2024-11-01T15:03:06Z,@amsyar71,Negara korup susah maju,0
2024-11-01T15:01:58Z,@anggoroputro1907,Saya  UMKM KENAPA HARGA BAHAN BAKU  MINYAK KELAPA NAIK  TAJAM. KATANYA HARGA TURUN?,0
2024-11-01T14:54:23Z,@PahrolUmamy,"Lu aman broe,jam tayang melonjak lu kaya",0
2024-11-01T14:53:26Z,@lurdiansyahmoro3785,Sebelum Indonesia maju orang Kepri sudah survive ke malaysia orang kepri kerja dimalaysia 70% deket dan serumpun terus gunanya Indonesia apa sih... Bingung,0
2024-11-01T14:50:24Z,@supri2385,Smart,0
2024-11-01T14:47:26Z,@JidanSKIBIDI-q3b,"kalau punya uang ayolah tingkatkan daya beli, jangan kalau ada uang malah depo buat judi online, ada uang belanja ke pedagang, ke cafe, ke rumah makan, beli baju, pedagang pada sepi ga ada yang beli, gimana mau beli, uang aja habis buat depo judi online",0
2024-11-01T14:45:15Z,@campuriniitu8337,"Di kalimantan semua harga sembako naik, tapi masih bisa di jangkau",0
2024-11-01T14:45:01Z,@bobbowi2325,Gua berterima kasih dan salut sm lu koh...<br><br>Berani speak up tentang kondisi negara kita yg kian hari kian memprihatinkan...<br>Gak seperti para youtuber lain buat konten gak berbobot....,0
2024-11-01T14:42:25Z,@lavisak,"jangan lupa bang,<br>Pinjol, Judol, dan liberalisme. Mungkin ada lagi, tapi tiga itu dahsyat banget efeknya. Pinjol dan judol itu jeratan kaum umur pekerja dan orang2 tua, dan liberalisme yg disebarluaskan oleh tiktod, twiter dkk yg sangat sangat lembut masuknya tp efeknya skrg sudah sangat sangat terasa menyerang anak muda dibawah umur. Tawuran, free sex, miras narkotik, kecanduan bokep dan lain lain. Ortunya middle class sibuk cari duit sampe dibelain fraud, korupsi segala macem dan anaknya dirusak moralnya oleh pahal liberalisme sekulerisme, lengkap sudah kehancuran rumah tangga di indonesia. Koreksi ya kalo salah",0
2024-11-01T14:41:35Z,@dadangcruise3188,Luar mau invest gimana.... preman baju ormas lebih banyak dari polisi. Bubarin....,0
2024-11-01T14:39:53Z,@DebbyWilliams-z1j,"jangan suka menebar kebencian bro.. lo tinggal, cari nafkah dimana, menikmati pembangunan dari sabang sampai merauke, jgn jd provokator.. siapapun presiden nya, tetap kita nyari duit sendiri.. pembangunan berjalan yaa duitnya dari pajak laah, jgn mau nya gratisan mulu, benci pemerintah tp mau menikmati yg gratisan bhkn negar suoer power sekalipun pembangunan dari pajak",0
2024-11-01T14:47:25Z,@setyofabianto9181,"Ya dia kan memberi motivasi, klo misalnya di Indonesia serba sulit ya keluar dr Indonesia, bagi gw mah jiwa nasionalis, gw jual demi cuan 😂😂",0
2024-11-01T14:35:07Z,@sukurefendi5648,Semoga dengan pemerintahan baru bisa membuat ekonomi lebih baik... Tolong para elit jangan bikin rakyat kecil seperti saya semakin menjerit,0
2024-11-01T14:33:21Z,@sukurefendi5648,Betul gara gara pandemi semuanya habis... Sekarang mau makan aja susah,0
2024-11-01T14:30:07Z,@mimiindo6011,Insyaallah dgn presiden bpk pranowo semua orang2 indonesia bs berubah. Allah Qareim saudaraku.kunpayakun kt Allah swt .subur makmur gemaripah lohjinawi damai Aamiiien 3x Allah Humma Aamiiien yaallah yaQareim 3x Allah Qareim ssudaraku,0
2024-11-01T14:49:23Z,@setyofabianto9181,"Jgn berharap lbh sama pemerintah sendiri, lbh baik fokus aja sama diri sendiri, klo ada tawaran dr luar negeri terima aja ga ush gensi sama nasionalisme",0
2024-11-01T14:22:24Z,@raismaurora7226,"Gue dagang dari Jam 6 pagi sampe jam 10 malem,  Cuma dapet buat beli beras doang ,..padahal banyak kebutuhan lain anak sekolah dll. <a href=""http://www.youtube.com/results?search_query=%23sedih"">#sedih</a> rasa nya...😢",0
2024-11-01T14:18:32Z,@Rekamjejak-h9l,Blak blakan<br>Suka bet 👍👍,0
2024-11-01T14:18:26Z,@sayusridewi6061,Nangis aku kk,0
2024-11-01T14:12:13Z,@Gilabola-y2k,"Disini kita tau kalau kalian hanya mikirin duit duit dan duit, jujur kalian bisa kaya bukan karna pemerintahan, kalian sekolah tinggi tinggi hanya masalag duit lucu nya, apa lagi yg punya konten orang terpelajar tapi konten nya tak ber manfaat",0
2024-11-01T14:08:53Z,@zulpf8664,Blt yg dpt kadang orang² yg dekat sama kades,0
2024-11-01T14:07:17Z,@zulpf8664,"Siapa bilang om indonesia itu dlm baik² aja, di tempat saya itu mau cari kerja aja susa, pada hal cari kerja buat mkn sehari hari lo, 1 hari itu dpt mkn 1x aja sukur, bukti nya saya sendiri anak 1 aja sampek merantau kemalasia buat cari mkn anak dn istri om, buat mkn lo, bukan buat kaya, indonesia itu koropsi nya meraja lela, yg kaya makin kaya, yg susa hbs la riwayat nya.",0
2024-11-01T13:55:53Z,@deboramaria3426,INDONESIA tdk sedang baik 2 saja .NEGARAKU SEDANG TERPURUK 😢😢😢😢😢😢😢,0
2024-11-01T13:55:05Z,@bagusgilangpratama8005,"bagi org yg apatis saat ini mungkin terlihat biasa2 aja, mereka baru akan merasakan ketika efeknya sudah mulai membesar",0
2024-11-01T13:53:15Z,@deboramaria3426,Ma kasi bro ......Teruslah bicara .......Ttp mencerdaskan  bangsa ini .Tuhan memberkati anda ....,1
2024-11-01T13:46:19Z,@delonprofs450,"Sdm nya yg rendah yg di salahin pemerintah mikir aja, presentasi aja masih pada baca teks pake koar2 hina presiden gausah bilang gua buzzer gua cuma ngomongin fakta jangan bandingkan ngurus perusahaan sama ngurus negara trus kenapa koar nya baru sekarang padahal dulu lebih parah <br><br>&quot;KALO CUMA NGOMONG GAMPANG&quot;",0
2024-11-01T13:45:07Z,@indo-rf,FuFuFaFa.,0
2024-11-01T13:41:57Z,@MulYadi-mg8ve,Kita lihat nanti,0
2024-11-01T13:41:36Z,@MulYadi-mg8ve,"Gak bakal ada apa apa ,semuanya aman kok",0
2024-11-01T13:40:21Z,@mirwanfaznet8685,Solusi pertama.. Hukuman mati bagi koruptor..,0
2024-11-01T13:39:14Z,@lovia82,"Yang Kaya Makin Kaya, yang miskin Makin miskin 😢<br><br>Membaiklah Indonesiaku",0
2024-11-01T13:31:21Z,@HakimBatubara-r2p,Top.,0
2024-11-01T13:28:26Z,@sepidahman8303,"jumlah pedagang meningkat drastis, yg kebanyakan dari mereka adalah korban PHK. sedang saya beli lagi turun... mantap",0
2024-11-01T13:04:51Z,@akhmadirfandi8658,"S7 sekali si saya, mungkin karena aturan Indonesia banyak dibuat oleh para pelaku2 korupsi yang ingin memperkaya dirinya sendiri, dan orang2 dibawah ya malah lebih parah, ya gk nutup kemungkinan Indonesia akan hancaur dan di ambil alih negara lain dan mereka baru akan sadar. Dan mungkin sudah telat.",0
2024-11-01T13:00:26Z,@burhanhans6214,"Klu indonesia tdk baik2 zaja, anda tidak sebebas ini berbicara dan finansial anda cukup..jgn cuma koment pemerintah kamu bantu juga tuh rakyat yg miskin sedekah <br>Jadi pejabat biar merubah nasib rakyat yg kata anda tdk baik2 aja<br>Jgn cuma share indonesia tdk baik2 saja..",0
2024-11-01T12:55:17Z,@qyuharandy120,Tag jokowi mas brooo,0
2024-11-01T12:50:52Z,@qyuharandy120,Cuman yang kemaren menjabat aja yang bilang kita baik baik aja,0
2024-11-01T12:26:48Z,@sigitmohammadnuzul3714,"Keren, literasi sosial ekonomi.",0
2024-11-01T12:20:08Z,@DitaRahmadi-g1o,"Ini gara - gara anies kalah di Pilpres 2024 , coba kalau anies menang pasti rakyat Indonesia bakal kelaparan😂😂",0
2024-11-01T12:17:47Z,@AverroessAverroess,"Orang2 tua dulu jarang lulus SD malah tidak sekolah namun anak2nya pada luliah, impormasi tidak secanggih sekarang serta semodren sekarang namun mereka dengan gagah menyekolahkan anak2 mereka sampai perguruan tinggi, ngabbbb, jangan cengeng generasi muda, indonesia terlalu luas, jangan hanya terkungkung dikamar, pergi kesumatra, keirian, kesulawesi kalimantan disana peluang kerja masih terlalu banyak, jangan pesimis anak2 muda",0
2024-11-01T12:16:43Z,@kriZZeOS,"Benar bang ray, saya merasakanya, padahal pas pandemi saya tidak kena dampak dan stabil, eh setelah pamdemi selesai kok sekarang malah penghasilan tidak setabil",0
2024-11-01T12:15:38Z,@fareldhika3298,Semangat bang,1
2024-11-01T12:13:52Z,@wisnubaskara6974,"Asli bingung... tpi generasi sekrang bnyak yg ga bisa bersaing ka.. Catatan tidak semua, tpi banyak yg ga bsa bersaing.. mungkin efek covid dlu. apa lagi ngeliat tiktok dll.. bnyak skrng yg impiannya tinggal joged joged dapet duit hmmmm kn miris ka.. ga bilang itu salah, cuma gimana gitu liatnya...",0
2024-11-01T12:09:52Z,@rizkamaharani142,"Middle class adalah penghubung perputaran ekonomi atas dan bawah, kasus mereka sekarang menurun ya efeknya tahun sekarang ekonomi bawah hanya berputar di bawah tidak tersentuh sedikitpun sama yg pada di atas",0
2024-11-01T12:06:33Z,@freeday538,"ambang batas nya kan, belum bubar belum puas..<br>yang tua udah kaya masih rakus, buktinya gaji gede masih pungli masih korup. <br>sampe ketangkap, lalu 5000 rupiah, kelar urusan<br>yg ampasnya, lihat rekan maju, dianya bukan termotivasi malah iri dan niat ngancurin",0
2024-11-01T12:06:20Z,@aderahmadani5976,"Yaaa gimana ya bang, Sebetulnya SDM kita juga sangat perlu dibenahi, mulai dari system pendidikan sampai pola fikir, banyak rakyat indonesia gampang terhasut berita Hoax dan tergiur dengan Money Politic.",0
2024-11-01T12:02:15Z,@masykurmufid5779,"Indonesia sedang tidak baik baik saja. <br><br>Ketika harga kabutuhan pokok meningkat, sedangkan gaji buruh minim, bikin sekarat. <br>Tobat, oh tobat. <br><br>Padahal, kerja saja musiman. <br>Lalu, kepada siapa harus sambat ? <br><br>Salam dari pekerja srabutan 🙏",0
2024-11-01T12:00:57Z,@CocoDile-n4l,"Coba,, bisa apa si gemoy",0
2024-11-01T11:57:02Z,@arshakasf1283,Indonesia sedang sakit,0
2024-11-01T11:54:57Z,@BM-jk7uz,Kemana aja dari thn 99? 😂,0
2024-11-01T11:53:49Z,@riskywinata9502,"Kadang sedih bg lihat indonesia,yg sumber daya nya paling lengkap paling banyak tp INDONESIA negara kita tercinta ini, masi susah buat setakat biaya kehidupan aja 🥲",2
2024-11-01T11:51:31Z,@Garudaku17845,Kli orang miskin itu bebas bro <br>Mau ribut2 . Mau perang kek tdk masalah <br>Asal tau aja bro orang miskin itu nekat lho bro .<br>Klo sdh pada kehilangan kesabaran dn terjadi perbedaan sosial yg tinggi <br>Pastinya orang miskin akan cari jalan pintas .,0
2024-11-01T11:50:18Z,@firmansyah3941,"Tanpa kalian sadari viewers video ini tembus 1jt lebih,kebayang kan pendapat yang punya akun ini tambah kaya",0
2024-11-01T11:43:17Z,@muhammadtujujanuari3207,Bonus demografi... kita berharap pemerintah buka kerja sama seluas luasnya dgn negara lain bisa memberi peluang kerja anak muda ke luara negri !!  <br><br>Saya rasa Hanya itu solusi terbaik bonus demphrafi,0
2024-11-01T11:42:34Z,@AdzamHanafi,Negara ini banyak org miskinnya karena bnyak orang malas.. Itu aja..,0
2024-11-01T11:42:04Z,@aangjunaidi5914,pejabat2 pada rakusss,0
2024-11-01T11:36:48Z,@artd.bikers2707,"Contoh Kalangan menengah yg status PNS rata² gaji kisaran 3-4 jutaan.. <br>bagaimana caranya dana tersebut dibagi untuk konsumsi 1 keluarga dalam 1 bulan, + biaya air listrik, + biaya transportasi,+ biaya pendidikan anak, +kontrakan/KPR, dan lain² .. ??!!<br>Terima kasih bang sudah menyuarakan kondisi ini",0
2024-11-01T11:33:12Z,@JanssVlogOtomotif,TRUS LO BISA NGOMONG BEGINI SOLUSI LO APA??,0
2024-11-01T11:30:20Z,@rudyadnan1445,Setuju sekali dg penjelasannya,0
2024-11-01T11:20:08Z,@racheldave6405,"Itu hasıl dr presiden yg masuk gorong 2 terlalu banyak nya korupsi , di pake bargain politik oleh si mul, presiden yg blusukan kan yg anda inginkan? Blusukan artinya iq sang presiden Şangarya rendah,",0
2024-11-01T11:14:38Z,@sahafofficial9288,Indonesia tdk baik2 saja memang.. tp itu dibutuhkan agar manusia sadar utk menbangun bangsa yg lbh baik lg.. kehancuran adalah awal utk tumbuhnya generasi baru yg lebh maju dan mandiri..,0
2024-11-01T11:14:24Z,@cahngafuk6302,10 Thun kalian memuji tunggi imbnasnya,0
2024-11-01T11:12:15Z,@slebew17,"Diindo tuh bener lapangan pekerjaan ada, cman gajinya lawak semua. Klopun ada dengan gaji besar pun perayaratannya seabrek",0
2024-11-01T11:09:03Z,@irgipirmansyah1810,So lu,0
2024-11-01T11:08:04Z,@hdmrba565,"terserahlah mau miskin, bukan urusan orang lain",0
2024-11-01T10:56:12Z,@andiirawan8222,"Kentut , mau kaya ya kerja , usaha , bisnis , <br>Kalau diam di ruma gi mna mau kaya ,",0
2024-11-01T10:50:50Z,@Data-bz,"Sy cm pedagang kecil, mulai usaha mandiri 2012..pandangan sy periode ke dua era pak sby hingga periode awal pak jkw adalah masa ke emasan sy berdagang..apalagi di musim tertentu idul fitri natal tahun baru sangat memuaskan..masuk ke pandemi pertama 2020 sy masih bertahan, masih mampu handle semua. Merosot mulai 2021 hingga saat ini posisi bertahan..2 toko dibantu 7 karyawan skrg tnggl 1 dan 3 karyawan..mmg bnr apa yg di rasa teman2 lain sesama profesi, semakin sulit kita mau berjuang, moment tertentu idul fitri dan natal tahun baru pun sudah tak se gemerlap sebelumnya. Ini menurun sjk 2021, banjir impor yg mengggila juga sangat terasa..sudah ancang2 mencoba lahan rezeki lain, biar bgmnapun ga ada kata menyerah dan gagal buat kita, negara mau bawa kemana masa depan sy sbg org kecil bs apa. Ga akan mereka dgr keluhan sy, ga akn mereka pedulikan mau sy bangkrut, keluarga jd geladangan penting setiap rupiah penjualan sy masuk utk menghidupi mereka. Indonesia tercinta hanya milik mereka2 sj yg berkuasa dan berada dlm circle nya.",0
2024-11-01T10:49:35Z,@Lady.blueee,"Gue tinggalin pesan disini, mau liat 10 tahun gue jadi apa 😶‍🌫️",0
2024-11-01T10:48:48Z,@amryasykar6402,"Bener banget gw sebagai pelaku UMKM di jakarta selaatan ngerasain berat banget jualan 2024 ini ,udh gitu sewa tempet naik awal th 2024 ini,,dan beberapa bulan kedepan menyonsong 2025 udh ada info sewa tempat usaha bakalan naik lagi wilayah pondok labu jaksel..😢",0
2024-11-01T10:40:54Z,@agushermanto280,"betul mas yg kaya makin kaya ,saya sendiri petani tiap hari nangis pupuk mahal panen gagal ,yg ada pemerintah sibuk rebutan kekuasaan ,hutang saya dimana2 hanya untuk menutupi kebutuhan hidup tolong kami rakyat kecil😢",0
2024-11-01T10:39:02Z,@SittimusdalifahSittimusdalifah,Preetttt.... Ngepreeetttt😂😂😂,0
2024-11-01T10:37:39Z,@jaffartube9976,"Gw udh bangkrut dari bulan juni, usaha yg udh gw jalananin 7 tahun ilang, gara gara pasar sepi, setoran nombok terus, sampe minjem minjem buat nutup setoranpun percuma, kabur dengan ninggalin utang ratusan juta, sering sedih, kenapa bisa begini, padahal sebelom dan awal tahun 2020, usaha gw tuh baik baik aja, ada utang puluhan juta pun, minggu depan bisa kebayar, tapi tahun ini udh bener bener ga ada harapan, cari kerja pun susah",0
2024-11-01T10:36:24Z,@JapaneseEmperor,"Bang memang lo bener soal ini. Tp SEMAKIN NETIZEN NONTON VIDEO INI, SEMAKIN KAYA LAH  Raymond Chin  😅",0
2024-11-01T10:30:46Z,@Paser.tajam_23,Tapi gak ngaruh sih sama gue karena usaha jangka panjang ku masih kuat,0
2024-11-01T10:26:28Z,@Angelina-xo1lj,Doa’in ko semoga thun depan gw kerja bisa berpenghasilan 2M per bulan,0
2024-11-01T10:17:01Z,@muhammadnasihudin5683,"Para pelaku pesimis, kagak usah belagak sok kritis bro, selama lu kagak ngerti ilmu ngatur negara",0
2024-11-01T10:15:29Z,@aanharis5452,Rakyat kecil menangisss  . Kaya aku ini,0
2024-11-01T10:10:41Z,@buditia8367,Setuju banget sama Lo bang gwe mendukung Lo teruskan propesi mu bro🔥🔥💥,0
2024-11-01T10:08:00Z,@ekobudianto4727,"Gua jempol buat lu bang, trus kasih solusi ...",0
2024-11-01T10:06:24Z,@DediKristianto-hy8ry,Jangan hanya jual ludah tapi pikiran anda tidak bisa berkarya di Indonesia ini memalukan,0
2024-11-01T10:00:22Z,@Roy_Jati,❤❤❤,0
2024-11-01T09:56:50Z,@suwantoengkes.pd.5972,S3pakat,0
2024-11-01T09:47:53Z,@bettiutami3288,"Terimakasih, semoga semakin banyak rakyat yg sadar dengan video ini, tetap semangat dan bertindak mulai dari yg kita bisa  ❤❤ all",0
2024-11-01T09:36:15Z,@elmimulyadi9833,Ancur maling berkuasa termasuk. Bawahan nya,0
2024-11-01T09:33:40Z,@sudarsun1233,"Siapapun presidennya setelah di Lantik,baik sebelum maupun sesudahnya biasanya memang menaikan harga itu biasa",0
2024-11-01T09:27:06Z,@SabarAryanto,Saya Sangat Bangga Pencerahan Dari Mas Raymond ...Semoga Para Penerus Bangsa Ini Memikirkan Rakyatnya Teruma Mahasiswa  Calon Pemimpin... Jagalah Negerimu Dari Orang&quot;Penjilat Yang Mementingkan Pribadinya...Tampa Menikirkan Nasib Rakyatnya...Dengan Berbagai Cara Tampa Mempedulikan Kehidupan Rakyatnya Dalam Memenuhi Kebutuhan Tiap Harinya...🙏🙏🙏...Apa Gunanya Modal Usaha Dari Bak BRI Yang Bunganya Semakin Mencekik Untk Usaha Sulit Mendapatkan Hasil...Janganjan Untuk Mengembalikan Modal Pinjaman...Untuk Memenuhi KebutuhanJeluarga Sehari Hari Kita Tdk Mampu😢😢😢Saya Yakin Sekarang Banyak Orang Yang Terlilit Utang Bank🙏,0
2024-11-01T09:21:36Z,@dinzladahitam3969,Ih bener bang Ray.,0
2024-11-01T09:19:24Z,@PutriAmalia-ru3jv,"Yg ga baik2 aja anda dan sekutu anda, msh kegerahan aja bung",0
2024-11-01T08:55:30Z,@kartunanak4044,"Harga minyak dunia turun,bbm fan sembako ga turun,,,semua aspek di pajaki gmn ga njerit rakyat",0
2024-11-01T08:47:42Z,@Riswanaang,Gud Statment!,0
2024-11-01T08:45:20Z,@vickidanuningrat6371,ngomong aja ni bosss,0
2024-11-01T09:04:50Z,@MifthaMulia-q8f,Ngomen aja ni bosss,0
2024-11-01T08:41:33Z,@M.iqbalwafiy0509,yg kaya itu itu aja lingkup cirle 😂 dunia lawak . nanti ada waktunya rakyat miskin berontak entahlah 😅,0
2024-11-01T08:40:54Z,@rianto744,"Luar biasa, semoga bantak yg tersadarkan",0
2024-11-01T08:36:47Z,@SlametR-rs3mj,"Betul banget, indonesia tdk baik2 sj alias kritis, solusinya miskinkan koruptor..hukum seberat beratnya, basmi kroni kroninya..tutup kran kran kebocoran, salah satu contohnya spt bpjs..yg diduga banyak di mark up pihak rumah sakit, kurang nya kontrol dr pemerintah thd rumah sakit, shg tagihan brp pun dari rumah sakit akan di bayar pemerintah, lingkup ini rawan sekali kebocoran krn sangat bisa terjadi main mata oknum pemerintah dan rumah sakit, dan masih banyak kebocoran2 yg perlu di sumbat...",0
2024-11-01T08:32:46Z,@mhuzaib9460,Dijaja secara halus kita ini,0
2024-11-01T08:23:37Z,@as-mar5553,benar bg. hari ini kami buat beli barang murah di diskon lagi kami ga bisa. mesti ngutamain logistik dapur dulu. apakah indo baik-baik aja??? Gak!!!!,0
2024-11-01T08:23:23Z,@official_zitrixx108,Orng orang kaya ini jika d gabung sma jeremi bsa gampng ambil solusi yg bagus s,0
2024-11-01T08:18:44Z,@ricotranggono,Apakah dari vidio ini kalian masih ingin mengejar dunia?,0
2024-11-01T08:15:32Z,@giovanfamily4226,"Indonesia tidak baik² saja<br>Middle class banyak yg turun kelas, negara maju karena ada banyaknya masyarakat yg menengah<br>Tapi middle class di paksa miskin dengan, potongan pajak, iuran tapera misal, asuransi kendaraan, bangun rumah sendiri kena pajak, BPJS di naikan. Gimana indonesia mau maju??<br>Contoh barang keperluan rumah tangga naik semua-&gt;yg middle class irit belanja -&gt; pengusaha menurunkan produksi barang -&gt; karyawan banyak di PHK -&gt; daya beli masyarkat menurun krena banyak pengangguran tidak punya uang. ekonomi lesu",0
2024-11-01T08:14:50Z,@ricobagus7428,Yang gue heran TKA semakin banyak yang masuk ke indonesia mengingat masih tingginya tingkat pengangguran di Indonesia Pekerja lokal harus bersaing dengan pekerja asing dan menerima upah rendah di tanah air mereka sendiri😢😢😢 dengan tanda kutip skill orang lokal sama TKA ga beda jauh. dengan gaji yang berbeda,1
2024-11-01T08:10:14Z,@sobahyippie2693,"1 hal lagi, dampak yang mungkin muncul, kriminalitas meningkat, orang dalam kondisi kepepet, perlu makan, ga ada duit, kondisi khilaf bisa aja jadi menghalalkan segala cara, walau berbuat jahat ke sesama yg kesulitan",0
2024-11-01T08:07:34Z,@wahyudibayu7600,"Ngritik doang, gak ngasih Solusi.",0
2024-11-01T09:06:49Z,@MifthaMulia-q8f,"Ngomen doang, gak ngasih Solusi",0
2024-11-01T07:51:43Z,@adindadays5510,Harga naik protes....harga turun protes....anak muda pesimis..skip aja,0
2024-11-01T07:29:58Z,@firlychanel_1490,"Saya doakan semoga abangnya sehat selalu, diberikan perlindungan tuhan, abang udah berani buat ngomongin masalah serius di negara ini..",0
2024-11-01T07:22:06Z,@YuningsihLia,"Akhir kerja jokowidodo ini lah hasilnya ,baru sadar danmulai terasa beratnya",0
2024-11-01T07:11:52Z,@rzkyprtmaa4125,"makanya cita cita ku punya perusahaan dan rekrut temen2 yang pada nganggur, tapi siapa aku wkwkwk",0
2024-11-01T07:11:04Z,@abuthalib252,Banyak yang banyak bisa memberikan nasehat yang baik tetapi susah menjadi tauladan,0
2024-11-01T07:09:25Z,@abuthalib252,"Rakyat miskin asyik menikmati kemiskinannya, kalian sj yg kelas menengah berambisi naik kelas",0
2024-11-01T07:06:18Z,@abuthalib252,Yg byk protes klas menengah jangan mengatasnamakan rakyat miskin,0
2024-11-01T07:01:30Z,@Byakugan-lg8vh,"Ko ini juga terkait ke sistem pendidikan Indonesia ga? Soalnya tahun ini kan kurikulum merdeka aku sebagai anak kelas 9 merasa terancam apalagi lingkungan di sekolah ku mulai tidak baik baik aja menurut ku apalagi di kurikulum merdeka ini  mewajibkan semua siswa naik klas , yang naik kelas tanpa melihat nilai yang buruk tetapi ad juga yang tidak dilulus di beberapa sekolah, tapi itu justru buat mereka menganggap  sepele? Ak berpendapat bahwa kurikulum merdeka ini yang membuat Indonesia berkurangnya jumlah middle class apalagi yang habis sekolah jadi pengangguran mereka tidak tau cara nya untuk terjun kee lingkungan yang baru dan menghadapi hal yang baru karena mereka sudh terbiasa dengan santai santai apalagi sekrg ad yang namnya sistem kebut semalam meski ga semuanya begitu tapi rata rata emang gitu, jika di jawab terima kasih dan maaf juga jika ada kesalahan kata",0
2024-11-01T06:59:12Z,@sandiaziz-n8s,"kita adalah kita, penduduk indonesia. dan kita akan maju jika kita yakin self-esteem kita. artinya, berbanggalah dengan apa yang kita miliki sekarang maka disitulah lah muncul kekuatan dari dalam. keren bang raymond, edukasi nya buat kita aware pada kondisi skrngg!! smngt!!",2
2024-11-01T06:55:02Z,@BagusAndri-i9m,"Kalian sadar ga sih? Pedagang semakin banyak, krn mereka kena phk? Klo yg dagang bnyak berrti yg beli berkurang, bukan sepi, tp yg td konsumtif skrg menjadi pedagang juga",0
2024-11-01T06:52:52Z,@tyas3368,Ga ada yang bicara solusi semua konten bicara delusi.  Warga negara macam apa itu,0
2024-11-01T06:51:27Z,@amateur-3gp,"gw merinding denger pemaparan lu bang,<br>jujur gw juga kepikiran hal hal seperti itu.<br>tapi makin gw pikirin,makin prustasi.<br>ok mungkin sebaya gw masih bisa makan dan hidup sesuai yang kita mau,<br>tapi anak-anak kita bagaimana nasib mereka.<br>sedangkan kita hidup dengan gaji bulanan yang terkadang masih saja nombok untuk biayain istri dan 2 anak.<br>bagaimana mau punya simpenan.<br>Buat bulanan saja sudah menguras isi dompet.<br>Pernah searching untuk pindah ke negara lain,namun ternyata prosesnya tidak semudah itu.<br>Sudah jijik dengan kondisi saat ini,<br>Korupsi terjadi di mana mana,<br>For example,<br>DI perusahaan tempat kerja gw yang notabennya bergerak di bidang Contractor Civl yang duitnya makin menumpuk adalah Quantity Surveyor &amp; Administrasi,<br>Sedangkan untuk Engginer kebawah,mereka di cambuk schedule terus menerus dengan gaji yang kurang layak.<br>GW SUDAH CAPEK....<br>&amp; btw video lu gw share ke beberapa temen dan tanggapannya adalah &quot;mikir lu kejauhan&quot;.<br><br> @raymondchins",0
2024-11-01T06:36:28Z,@rosmini4186,Sangat betul sekali makasih atas ilmu yg di bagi kan ini prihatin betul dgn keadaan masyarakat indonesia karna banyak tdk faham ilmu jdi ya kayak gini nasib rakyat,0
2024-11-01T06:31:05Z,@AnggiManurung-sn8mr,Pak prorowo yg dh 3X gagal skrng rakyat dh prcaya sma anda dan anda skrng sudah jdi presiden. Tolong anda jgn kcewakan masyarakat yg udh milih anda y.. Anda kmrin sudah janji akan mngatasi mslah&quot; Yg tdk bisa diatasin sma presiden yg kmrin+ anda janji bkn memprluas lowongan krja+ anda jga brjanji akan buat Indonesia mjdi emas.. Tolong tepati y pak,0
2024-11-01T06:05:05Z,@ropuanku7292,Sabar Indonesia.... Borneo dalam negara Malaysia juga antara rakyat paling miskin di Malaysia😢 u are not alone!!,0
2024-11-01T06:04:42Z,@solikinmukh8376,Matab bro.. Hari2 makan TABungan.. &quot;!!,0
2024-11-01T06:03:38Z,@ropuanku7292,Yang paling lucu!! Makin buat anak sedangkan tiada duit kasi biayai diri sendiri dan anak😅,0
2024-11-01T06:01:20Z,@pecintagame06-pg,Saya juga berpendapat seperti Raymond chin bahwa Indonesia memang tidak baik baik saja ayo sadarkan diri kalian wahai penduduk Indonesia,0
